Station ID,Address,Charger Type,Station Operator,Charging Capacity (kW),Cost (USD/kWh),Distance to City (km),Parking Spots,Reviews (Rating),Usage Stats (avg users/day),High_Utilization,Utilization_Probability,Priority_Tier
EVS04049,"1399 Chicago Ave, Chicago",AC Level 2,EVgo,150,0.15,10.96,9,3.2,87,1,0.4934,LOW
EVS04046,"2937 Mexico City Ave, Mexico City",DC Fast Charger,ChargePoint,22,0.43,5.85,2,4.9,29,0,0.4934,LOW
EVS04826,"4805 Beijing Ave, Beijing",AC Level 2,Ionity,350,0.2,9.11,5,3.8,88,1,0.4934,LOW
EVS03692,"7748 Cape Town Ave, Cape Town",AC Level 1,EVgo,150,0.16,9.58,7,3.2,81,1,0.4934,LOW
EVS02626,"7530 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,22,0.38,8.21,6,4.7,85,1,0.4934,LOW
EVS02381,"7953 Random Rd, City 167, Country",DC Fast Charger,EVgo,350,0.16,2.97,7,4.4,36,0,0.4934,LOW
EVS02011,"1463 Random Rd, City 455, Country",AC Level 1,Greenlots,350,0.31,13.96,3,3.9,82,1,0.4933,LOW
EVS00408,"5501 Mexico City Ave, Mexico City",DC Fast Charger,ChargePoint,22,0.37,18.33,7,3.6,37,0,0.4933,LOW
EVS02674,"6017 Bangkok Ave, Bangkok",AC Level 1,Tesla,50,0.32,7.45,8,4.6,14,0,0.4933,LOW
EVS04213,"7837 Los Angeles Ave, Los Angeles",DC Fast Charger,EVgo,22,0.41,15.98,2,3.6,93,1,0.4933,LOW
EVS03447,"7190 Berlin Ave, Berlin",AC Level 1,Tesla,150,0.48,14.65,2,4.6,76,1,0.4933,LOW
EVS00134,"3495 Chicago Ave, Chicago",AC Level 1,Greenlots,50,0.33,9.03,8,4.5,26,0,0.4933,LOW
EVS00597,"4521 Berlin Ave, Berlin",DC Fast Charger,Tesla,350,0.35,11.55,4,4.6,93,1,0.4932,LOW
EVS02213,"2585 Dubai Ave, Dubai",AC Level 2,Greenlots,350,0.47,19.95,3,4.5,11,0,0.4932,LOW
EVS02710,"3188 Bangkok Ave, Bangkok",AC Level 1,Tesla,50,0.31,7.3,6,4.3,12,0,0.4932,LOW
EVS03132,"6583 Sydney Ave, Sydney",DC Fast Charger,Ionity,350,0.3,12.0,1,3.8,57,1,0.4932,LOW
EVS03442,"4631 Seoul Ave, Seoul",AC Level 2,EVgo,50,0.27,19.15,9,3.0,98,1,0.4932,LOW
EVS00459,"2886 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,50,0.38,14.63,10,4.5,71,1,0.4932,LOW
EVS04165,"1729 Cape Town Ave, Cape Town",AC Level 2,EVgo,350,0.36,15.2,6,4.5,79,1,0.4932,LOW
EVS02793,"2907 Sydney Ave, Sydney",AC Level 1,Ionity,350,0.18,12.47,8,3.6,33,0,0.4931,LOW
EVS00719,"7122 Bangkok Ave, Bangkok",AC Level 2,EVgo,350,0.31,9.24,8,5.0,48,0,0.4931,LOW
EVS00430,"5465 Mumbai Ave, Mumbai",DC Fast Charger,EVgo,350,0.44,19.84,5,4.5,88,1,0.4931,LOW
EVS01339,"2321 San Francisco Ave, San Francisco",AC Level 2,EVgo,350,0.32,9.81,1,4.2,32,0,0.4931,LOW
EVS01228,"7801 Seoul Ave, Seoul",DC Fast Charger,EVgo,50,0.28,9.13,3,3.5,72,1,0.4931,LOW
EVS02348,"2261 Chicago Ave, Chicago",DC Fast Charger,ChargePoint,22,0.38,16.54,9,4.1,84,1,0.4931,LOW
EVS04946,"7776 Mumbai Ave, Mumbai",AC Level 1,Tesla,350,0.2,17.13,6,3.0,68,1,0.4931,LOW
EVS04414,"7762 Mumbai Ave, Mumbai",AC Level 1,Tesla,150,0.23,5.35,6,4.1,64,1,0.493,LOW
EVS01010,"7554 Mexico City Ave, Mexico City",AC Level 2,EVgo,350,0.1,10.14,7,3.1,78,1,0.493,LOW
EVS01664,"3761 Mumbai Ave, Mumbai",DC Fast Charger,Ionity,350,0.31,12.62,1,3.8,84,1,0.493,LOW
EVS00857,"3735 Mexico City Ave, Mexico City",DC Fast Charger,Tesla,150,0.39,13.31,7,4.6,19,0,0.493,LOW
EVS04028,"3082 Moscow Ave, Moscow",AC Level 2,Tesla,50,0.19,1.92,4,3.7,12,0,0.493,LOW
EVS04376,"8191 Moscow Ave, Moscow",DC Fast Charger,Ionity,50,0.36,9.1,7,4.6,66,1,0.493,LOW
EVS01523,"7364 Los Angeles Ave, Los Angeles",AC Level 2,EVgo,22,0.38,10.25,3,4.1,85,1,0.4929,LOW
EVS03603,"2454 Toronto Ave, Toronto",AC Level 1,Greenlots,50,0.31,13.86,3,3.2,89,1,0.4929,LOW
EVS00260,"7548 São Paulo Ave, São Paulo",DC Fast Charger,Ionity,22,0.34,3.68,2,4.4,63,1,0.4929,LOW
EVS02731,"475 Random Rd, City 134, Country",AC Level 2,ChargePoint,50,0.32,10.25,4,3.8,21,0,0.4929,LOW
EVS01023,"1893 Beijing Ave, Beijing",AC Level 2,Tesla,150,0.15,7.9,8,3.4,88,1,0.4929,LOW
EVS04027,"4782 San Francisco Ave, San Francisco",AC Level 2,ChargePoint,50,0.17,2.83,2,3.2,39,0,0.4929,LOW
EVS01146,"7406 Cape Town Ave, Cape Town",DC Fast Charger,Ionity,350,0.2,15.69,9,3.5,40,0,0.4929,LOW
EVS03299,"7494 Mexico City Ave, Mexico City",DC Fast Charger,ChargePoint,22,0.27,12.17,9,3.7,73,1,0.4929,LOW
EVS01139,"8109 Cape Town Ave, Cape Town",AC Level 2,ChargePoint,150,0.48,13.86,4,4.9,77,1,0.4929,LOW
EVS01939,"4705 Beijing Ave, Beijing",DC Fast Charger,EVgo,150,0.3,12.92,6,3.8,50,0,0.4929,LOW
EVS04982,"9112 Mumbai Ave, Mumbai",DC Fast Charger,EVgo,150,0.2,6.22,9,4.1,34,0,0.4928,LOW
EVS00441,"529 Random Rd, City 491, Country",AC Level 1,Ionity,50,0.43,8.68,1,4.5,59,1,0.4928,LOW
EVS04501,"8618 Random Rd, City 61, Country",AC Level 1,Tesla,50,0.37,11.54,1,3.7,99,1,0.4928,LOW
EVS02432,"168 São Paulo Ave, São Paulo",DC Fast Charger,Tesla,350,0.27,3.11,5,5.0,23,0,0.4928,LOW
EVS01633,"4410 Dubai Ave, Dubai",AC Level 1,Ionity,50,0.47,15.08,1,4.1,98,1,0.4928,LOW
EVS03393,"7953 Sydney Ave, Sydney",AC Level 1,Ionity,350,0.29,13.59,6,4.1,84,1,0.4928,LOW
EVS03193,"8838 Cape Town Ave, Cape Town",AC Level 2,Tesla,50,0.35,7.7,3,4.2,54,0,0.4927,LOW
EVS00255,"9106 Mexico City Ave, Mexico City",DC Fast Charger,EVgo,350,0.18,4.54,10,4.7,93,1,0.4927,LOW
EVS02520,"3028 São Paulo Ave, São Paulo",AC Level 2,Tesla,150,0.26,8.51,8,4.2,57,1,0.4927,LOW
EVS02925,"3375 Berlin Ave, Berlin",AC Level 1,EVgo,150,0.32,13.84,3,3.5,100,1,0.4927,LOW
EVS00473,"5292 Los Angeles Ave, Los Angeles",AC Level 2,Ionity,350,0.18,8.71,2,3.3,19,0,0.4927,LOW
EVS03756,"3671 Berlin Ave, Berlin",DC Fast Charger,EVgo,50,0.24,2.21,1,3.7,61,1,0.4927,LOW
EVS03752,"8050 Berlin Ave, Berlin",AC Level 1,EVgo,50,0.42,18.58,7,4.0,94,1,0.4927,LOW
EVS00291,"6615 Random Rd, City 372, Country",AC Level 1,Tesla,22,0.23,8.49,4,3.2,38,0,0.4927,LOW
EVS02796,"4000 Moscow Ave, Moscow",AC Level 1,ChargePoint,350,0.25,11.12,9,4.4,24,0,0.4927,LOW
EVS02518,"8954 Mexico City Ave, Mexico City",AC Level 2,Ionity,150,0.44,12.98,6,4.9,86,1,0.4926,LOW
EVS03333,"9382 Moscow Ave, Moscow",AC Level 1,EVgo,350,0.28,6.71,7,4.9,98,1,0.4926,LOW
EVS00922,"6858 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,150,0.1,6.13,9,3.3,40,0,0.4926,LOW
EVS03881,"517 Random Rd, City 351, Country",AC Level 2,Ionity,50,0.36,9.82,7,4.5,31,0,0.4926,LOW
EVS02297,"7492 Los Angeles Ave, Los Angeles",AC Level 2,ChargePoint,150,0.17,5.92,4,3.3,25,0,0.4926,LOW
EVS01814,"5197 Dubai Ave, Dubai",AC Level 2,Tesla,350,0.22,8.22,4,3.9,40,0,0.4926,LOW
EVS03886,"9792 Chicago Ave, Chicago",AC Level 1,ChargePoint,50,0.21,1.05,8,4.4,41,0,0.4926,LOW
EVS01569,"5782 Moscow Ave, Moscow",AC Level 2,Ionity,150,0.22,9.45,10,4.0,15,0,0.4926,LOW
EVS00528,"1693 Chicago Ave, Chicago",AC Level 2,ChargePoint,22,0.42,15.28,7,4.3,29,0,0.4926,LOW
EVS03885,"1328 San Francisco Ave, San Francisco",AC Level 1,Tesla,22,0.34,11.8,10,4.4,69,1,0.4926,LOW
EVS02489,"8309 Toronto Ave, Toronto",AC Level 1,EVgo,150,0.37,19.4,5,3.5,72,1,0.4926,LOW
EVS01289,"5730 Chicago Ave, Chicago",AC Level 2,ChargePoint,350,0.3,9.15,2,4.2,66,1,0.4925,LOW
EVS03954,"7828 São Paulo Ave, São Paulo",AC Level 2,Tesla,22,0.13,2.78,8,3.5,18,0,0.4925,LOW
EVS02946,"2848 Los Angeles Ave, Los Angeles",AC Level 1,EVgo,50,0.47,13.61,4,4.6,74,1,0.4925,LOW
EVS00909,"2431 Dubai Ave, Dubai",AC Level 1,Greenlots,150,0.34,5.65,5,4.8,93,1,0.4925,LOW
EVS00695,"2999 Beijing Ave, Beijing",AC Level 1,ChargePoint,150,0.46,14.19,5,4.8,41,0,0.4925,LOW
EVS01716,"1462 Sydney Ave, Sydney",AC Level 2,Ionity,22,0.25,5.21,9,4.3,18,0,0.4925,LOW
EVS02434,"700 Toronto Ave, Toronto",DC Fast Charger,Greenlots,22,0.22,1.59,5,4.0,31,0,0.4925,LOW
EVS02354,"7387 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,22,0.2,3.58,4,3.5,97,1,0.4925,LOW
EVS00566,"5704 Seoul Ave, Seoul",AC Level 1,EVgo,50,0.42,8.83,2,4.5,96,1,0.4924,LOW
EVS02238,"8225 Bangkok Ave, Bangkok",AC Level 2,Greenlots,50,0.23,6.58,6,3.7,91,1,0.4924,LOW
EVS02065,"1902 Moscow Ave, Moscow",AC Level 2,Ionity,50,0.12,1.11,4,3.2,86,1,0.4924,LOW
EVS00068,"6966 Beijing Ave, Beijing",DC Fast Charger,Tesla,350,0.36,11.72,3,4.5,43,0,0.4924,LOW
EVS02790,"7215 San Francisco Ave, San Francisco",DC Fast Charger,Ionity,22,0.17,2.27,10,4.1,94,1,0.4924,LOW
EVS00921,"1671 Random Rd, City 37, Country",AC Level 1,Tesla,350,0.38,17.12,6,4.4,81,1,0.4923,LOW
EVS04898,"2983 Mexico City Ave, Mexico City",AC Level 2,EVgo,350,0.43,19.64,5,4.4,63,1,0.4923,LOW
EVS01541,"9893 Random Rd, City 426, Country",DC Fast Charger,Tesla,50,0.35,5.84,4,4.5,29,0,0.4923,LOW
EVS04669,"8887 Los Angeles Ave, Los Angeles",AC Level 1,Greenlots,150,0.22,13.61,9,3.4,27,0,0.4922,LOW
EVS00216,"3504 Bangkok Ave, Bangkok",AC Level 2,EVgo,22,0.24,7.95,9,3.9,90,1,0.4922,LOW
EVS02551,"7453 Random Rd, City 185, Country",AC Level 1,Ionity,350,0.15,12.57,8,3.3,88,1,0.4922,LOW
EVS03019,"1555 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,350,0.35,18.05,3,3.7,84,1,0.4922,LOW
EVS01957,"3813 Chicago Ave, Chicago",AC Level 2,Tesla,22,0.44,9.11,5,4.9,13,0,0.4922,LOW
EVS02668,"9174 São Paulo Ave, São Paulo",DC Fast Charger,Greenlots,22,0.33,19.55,8,3.2,24,0,0.4922,LOW
EVS00698,"9416 Seoul Ave, Seoul",DC Fast Charger,Greenlots,150,0.19,7.44,6,3.5,80,1,0.4922,LOW
EVS02447,"8707 Mumbai Ave, Mumbai",AC Level 2,EVgo,350,0.18,11.57,5,3.3,56,0,0.4922,LOW
EVS02303,"3054 Seoul Ave, Seoul",DC Fast Charger,EVgo,350,0.37,16.63,2,3.9,93,1,0.4922,LOW
EVS02330,"7740 San Francisco Ave, San Francisco",AC Level 2,Tesla,350,0.16,2.24,6,4.3,53,0,0.4921,LOW
EVS04216,"4747 Dubai Ave, Dubai",AC Level 2,Ionity,150,0.19,7.12,4,3.3,21,0,0.4921,LOW
EVS02005,"8931 Mexico City Ave, Mexico City",AC Level 1,Ionity,350,0.43,14.04,4,4.9,87,1,0.4921,LOW
EVS04495,"6163 Los Angeles Ave, Los Angeles",AC Level 1,ChargePoint,350,0.23,12.25,10,4.2,63,1,0.4921,LOW
EVS00388,"9243 Beijing Ave, Beijing",DC Fast Charger,Tesla,150,0.28,13.33,9,3.9,75,1,0.4921,LOW
EVS02010,"7265 Los Angeles Ave, Los Angeles",AC Level 1,Tesla,150,0.23,7.71,1,3.2,66,1,0.492,LOW
EVS01922,"7876 Mumbai Ave, Mumbai",AC Level 2,EVgo,22,0.46,19.96,9,4.3,57,1,0.492,LOW
EVS00916,"2942 Berlin Ave, Berlin",AC Level 1,ChargePoint,150,0.46,19.17,4,4.1,50,0,0.492,LOW
EVS02957,"9780 Dubai Ave, Dubai",AC Level 1,EVgo,50,0.23,11.13,8,3.4,90,1,0.492,LOW
EVS01019,"2528 Berlin Ave, Berlin",AC Level 1,Ionity,50,0.37,9.96,5,4.3,58,1,0.492,LOW
EVS01399,"1660 Chicago Ave, Chicago",AC Level 2,EVgo,50,0.31,6.43,4,4.1,35,0,0.492,LOW
EVS04123,"5346 Moscow Ave, Moscow",DC Fast Charger,Tesla,50,0.27,6.71,1,3.4,92,1,0.492,LOW
EVS00065,"335 Dubai Ave, Dubai",DC Fast Charger,Greenlots,350,0.27,6.58,7,4.8,67,1,0.492,LOW
EVS03195,"4561 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,350,0.2,1.58,7,4.8,29,0,0.492,LOW
EVS00747,"9183 Toronto Ave, Toronto",AC Level 2,Ionity,22,0.26,11.18,4,3.1,19,0,0.4919,LOW
EVS01330,"3124 San Francisco Ave, San Francisco",AC Level 1,Tesla,22,0.46,19.92,3,3.6,16,0,0.4919,LOW
EVS02019,"310 Los Angeles Ave, Los Angeles",DC Fast Charger,Greenlots,150,0.32,2.01,4,4.9,99,1,0.4919,LOW
EVS02730,"6485 Berlin Ave, Berlin",AC Level 2,ChargePoint,150,0.31,1.15,3,4.8,85,1,0.4919,LOW
EVS04581,"8158 Random Rd, City 130, Country",DC Fast Charger,ChargePoint,350,0.17,12.35,10,3.7,40,0,0.4919,LOW
EVS00159,"2502 Chicago Ave, Chicago",AC Level 2,Greenlots,50,0.37,13.61,6,4.0,41,0,0.4919,LOW
EVS02051,"1978 Random Rd, City 347, Country",AC Level 1,ChargePoint,22,0.44,15.2,5,4.2,58,1,0.4919,LOW
EVS03145,"4632 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,150,0.21,4.39,7,4.1,70,1,0.4919,LOW
EVS04775,"1336 Bangkok Ave, Bangkok",DC Fast Charger,Greenlots,350,0.15,11.35,7,3.3,20,0,0.4919,LOW
EVS01547,"7345 Toronto Ave, Toronto",DC Fast Charger,EVgo,350,0.27,9.19,7,4.5,86,1,0.4918,LOW
EVS04922,"6835 Bangkok Ave, Bangkok",AC Level 1,Greenlots,150,0.25,11.68,7,3.6,56,0,0.4918,LOW
EVS04227,"1236 Moscow Ave, Moscow",DC Fast Charger,ChargePoint,50,0.37,7.49,1,4.1,76,1,0.4918,LOW
EVS02156,"6128 Moscow Ave, Moscow",DC Fast Charger,ChargePoint,150,0.42,9.96,4,4.8,25,0,0.4918,LOW
EVS01349,"3205 Cape Town Ave, Cape Town",AC Level 2,ChargePoint,150,0.31,16.22,9,3.8,32,0,0.4918,LOW
EVS00925,"3496 São Paulo Ave, São Paulo",DC Fast Charger,EVgo,350,0.34,18.0,3,3.6,72,1,0.4917,LOW
EVS03629,"2140 San Francisco Ave, San Francisco",AC Level 1,Greenlots,150,0.22,11.28,7,3.4,46,0,0.4917,LOW
EVS01260,"1351 Dubai Ave, Dubai",AC Level 1,EVgo,350,0.23,3.16,4,4.5,61,1,0.4917,LOW
EVS03314,"7631 Cape Town Ave, Cape Town",AC Level 1,Ionity,150,0.37,14.97,8,4.3,13,0,0.4917,LOW
EVS04207,"371 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,350,0.16,6.18,10,4.3,97,1,0.4917,LOW
EVS02588,"9938 São Paulo Ave, São Paulo",DC Fast Charger,EVgo,50,0.22,4.14,9,4.2,39,0,0.4917,LOW
EVS00298,"4654 Beijing Ave, Beijing",AC Level 2,EVgo,22,0.18,1.17,6,3.8,34,0,0.4917,LOW
EVS00671,"2766 Random Rd, City 69, Country",DC Fast Charger,Ionity,350,0.41,19.35,9,4.7,67,1,0.4916,LOW
EVS01874,"8141 San Francisco Ave, San Francisco",AC Level 1,Greenlots,350,0.25,15.23,10,4.0,10,0,0.4916,LOW
EVS01249,"7659 San Francisco Ave, San Francisco",AC Level 1,EVgo,50,0.4,11.01,5,4.4,27,0,0.4916,LOW
EVS03381,"6911 Random Rd, City 239, Country",AC Level 2,Ionity,150,0.37,15.98,3,3.6,95,1,0.4916,LOW
EVS01380,"947 Moscow Ave, Moscow",DC Fast Charger,Greenlots,22,0.15,8.51,10,3.2,37,0,0.4916,LOW
EVS01505,"680 Chicago Ave, Chicago",AC Level 2,EVgo,22,0.2,10.74,7,3.0,25,0,0.4916,LOW
EVS01253,"8418 Beijing Ave, Beijing",AC Level 1,ChargePoint,50,0.29,16.23,9,3.4,100,1,0.4916,LOW
EVS00199,"6519 Dubai Ave, Dubai",DC Fast Charger,Greenlots,150,0.29,5.79,9,4.8,45,0,0.4916,LOW
EVS04296,"6966 Berlin Ave, Berlin",DC Fast Charger,Tesla,150,0.28,8.06,5,4.0,24,0,0.4916,LOW
EVS01488,"8654 Toronto Ave, Toronto",AC Level 1,Ionity,350,0.45,17.13,5,4.8,90,1,0.4916,LOW
EVS01070,"4048 São Paulo Ave, São Paulo",DC Fast Charger,Tesla,22,0.22,4.56,10,4.2,71,1,0.4916,LOW
EVS03927,"3752 Chicago Ave, Chicago",AC Level 1,ChargePoint,150,0.25,11.11,4,3.3,57,1,0.4915,LOW
EVS01665,"1810 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,350,0.32,9.78,6,4.7,77,1,0.4915,LOW
EVS02783,"109 São Paulo Ave, São Paulo",AC Level 1,ChargePoint,150,0.4,17.47,5,3.9,14,0,0.4915,LOW
EVS03858,"6783 Moscow Ave, Moscow",AC Level 2,Tesla,50,0.24,2.68,2,3.7,80,1,0.4915,LOW
EVS02281,"5573 Random Rd, City 315, Country",DC Fast Charger,Tesla,150,0.3,7.8,6,4.3,86,1,0.4915,LOW
EVS00832,"388 Mexico City Ave, Mexico City",DC Fast Charger,Tesla,50,0.29,7.13,2,3.6,41,0,0.4915,LOW
EVS01159,"3151 Mexico City Ave, Mexico City",AC Level 1,Greenlots,22,0.33,8.2,6,4.2,96,1,0.4915,LOW
EVS00373,"7120 Chicago Ave, Chicago",AC Level 2,EVgo,150,0.26,11.77,10,4.0,55,0,0.4915,LOW
EVS04805,"4168 San Francisco Ave, San Francisco",AC Level 2,Ionity,50,0.32,0.63,4,4.8,27,0,0.4915,LOW
EVS03665,"4317 Moscow Ave, Moscow",AC Level 1,EVgo,22,0.38,6.55,7,4.9,93,1,0.4915,LOW
EVS04200,"6062 Moscow Ave, Moscow",AC Level 1,Tesla,150,0.17,8.91,10,3.6,29,0,0.4914,LOW
EVS03376,"1613 São Paulo Ave, São Paulo",DC Fast Charger,ChargePoint,50,0.27,10.57,5,3.4,38,0,0.4914,LOW
EVS04184,"8872 Sydney Ave, Sydney",AC Level 1,Tesla,150,0.23,8.71,10,4.1,60,1,0.4914,LOW
EVS02127,"4377 Bangkok Ave, Bangkok",AC Level 1,EVgo,350,0.19,6.4,4,3.8,28,0,0.4914,LOW
EVS02711,"7352 Random Rd, City 460, Country",AC Level 2,Tesla,50,0.31,18.45,9,3.3,78,1,0.4914,LOW
EVS03408,"7026 Mexico City Ave, Mexico City",AC Level 1,Greenlots,22,0.19,1.74,6,3.8,28,0,0.4914,LOW
EVS00170,"3420 Sydney Ave, Sydney",AC Level 2,Greenlots,350,0.38,12.78,4,4.6,94,1,0.4913,LOW
EVS03301,"1968 Random Rd, City 108, Country",AC Level 1,Greenlots,350,0.12,4.93,10,4.1,55,0,0.4913,LOW
EVS03920,"4077 Berlin Ave, Berlin",AC Level 1,ChargePoint,150,0.17,4.12,2,3.2,57,1,0.4913,LOW
EVS04160,"2763 Los Angeles Ave, Los Angeles",AC Level 1,EVgo,150,0.18,1.4,3,3.7,54,0,0.4913,LOW
EVS01147,"8929 Beijing Ave, Beijing",DC Fast Charger,Ionity,350,0.39,17.75,9,4.7,60,1,0.4913,LOW
EVS01268,"9484 Berlin Ave, Berlin",AC Level 1,Tesla,50,0.3,12.16,8,3.8,82,1,0.4912,LOW
EVS03423,"4746 Toronto Ave, Toronto",DC Fast Charger,EVgo,350,0.23,1.87,3,4.5,44,0,0.4912,LOW
EVS02339,"8135 Chicago Ave, Chicago",DC Fast Charger,Ionity,350,0.44,12.97,1,4.7,43,0,0.4912,LOW
EVS03498,"9252 Beijing Ave, Beijing",AC Level 2,Ionity,50,0.37,11.79,2,3.7,24,0,0.4912,LOW
EVS03363,"8627 Beijing Ave, Beijing",AC Level 1,Tesla,350,0.32,3.64,2,4.9,93,1,0.4911,LOW
EVS04951,"6256 Random Rd, City 99, Country",AC Level 2,EVgo,22,0.46,18.78,4,3.8,24,0,0.4911,LOW
EVS02576,"5761 São Paulo Ave, São Paulo",AC Level 2,Tesla,150,0.35,11.61,9,4.6,57,1,0.4911,LOW
EVS02465,"5333 Moscow Ave, Moscow",DC Fast Charger,EVgo,50,0.24,3.5,9,4.4,53,0,0.4911,LOW
EVS04901,"8937 Random Rd, City 248, Country",DC Fast Charger,Tesla,50,0.36,11.9,8,4.3,36,0,0.4911,LOW
EVS02659,"723 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,50,0.45,10.88,6,4.9,25,0,0.4911,LOW
EVS02868,"8744 Mexico City Ave, Mexico City",AC Level 2,Greenlots,350,0.18,13.1,7,3.3,80,1,0.491,LOW
EVS01168,"9089 Toronto Ave, Toronto",AC Level 2,EVgo,350,0.21,4.69,2,3.9,91,1,0.491,LOW
EVS04259,"814 Toronto Ave, Toronto",DC Fast Charger,EVgo,150,0.31,7.69,8,4.6,50,0,0.491,LOW
EVS02114,"4284 Mexico City Ave, Mexico City",AC Level 1,Ionity,350,0.23,5.36,3,4.1,93,1,0.491,LOW
EVS03993,"2958 Toronto Ave, Toronto",DC Fast Charger,EVgo,150,0.4,10.84,4,4.5,38,0,0.491,LOW
EVS01612,"8314 Cape Town Ave, Cape Town",DC Fast Charger,ChargePoint,50,0.47,15.25,8,4.8,61,1,0.491,LOW
EVS02582,"843 Moscow Ave, Moscow",AC Level 2,Ionity,50,0.43,11.38,1,4.1,34,0,0.491,LOW
EVS01687,"1367 Cape Town Ave, Cape Town",DC Fast Charger,EVgo,50,0.28,9.9,3,3.3,92,1,0.491,LOW
EVS01560,"8451 São Paulo Ave, São Paulo",DC Fast Charger,Ionity,350,0.37,18.74,2,3.6,22,0,0.491,LOW
EVS02575,"8225 Dubai Ave, Dubai",DC Fast Charger,Ionity,150,0.38,7.76,5,4.8,66,1,0.491,LOW
EVS01711,"7350 Random Rd, City 169, Country",AC Level 1,Tesla,22,0.24,1.99,9,4.5,22,0,0.491,LOW
EVS01219,"5705 Beijing Ave, Beijing",AC Level 1,Tesla,22,0.46,16.47,1,3.7,93,1,0.4909,LOW
EVS02722,"1582 San Francisco Ave, San Francisco",AC Level 1,Greenlots,22,0.34,16.81,7,3.4,46,0,0.4909,LOW
EVS04880,"9892 Bangkok Ave, Bangkok",AC Level 2,Greenlots,350,0.14,4.67,6,3.8,15,0,0.4909,LOW
EVS04726,"3259 San Francisco Ave, San Francisco",AC Level 2,Greenlots,150,0.42,16.51,3,3.9,72,1,0.4909,LOW
EVS02572,"647 Chicago Ave, Chicago",DC Fast Charger,Ionity,50,0.29,0.72,3,4.4,49,0,0.4908,LOW
EVS01079,"1611 Mexico City Ave, Mexico City",DC Fast Charger,EVgo,350,0.29,14.73,8,4.1,86,1,0.4908,LOW
EVS01160,"3994 Berlin Ave, Berlin",AC Level 1,Ionity,350,0.18,11.8,5,3.2,59,1,0.4908,LOW
EVS00350,"8612 Dubai Ave, Dubai",DC Fast Charger,EVgo,150,0.32,15.74,4,3.3,35,0,0.4908,LOW
EVS01513,"9399 Moscow Ave, Moscow",DC Fast Charger,EVgo,50,0.49,12.12,2,4.6,56,0,0.4908,LOW
EVS00267,"9781 Berlin Ave, Berlin",AC Level 2,EVgo,50,0.44,10.33,2,4.4,94,1,0.4907,LOW
EVS02979,"4677 Mumbai Ave, Mumbai",AC Level 2,Tesla,50,0.47,13.65,4,4.5,98,1,0.4907,LOW
EVS04957,"2981 São Paulo Ave, São Paulo",DC Fast Charger,Ionity,150,0.3,15.32,5,3.3,30,0,0.4907,LOW
EVS01161,"2368 Random Rd, City 50, Country",DC Fast Charger,EVgo,350,0.25,13.77,3,3.3,65,1,0.4907,LOW
EVS01227,"9422 São Paulo Ave, São Paulo",AC Level 2,Greenlots,150,0.25,9.38,1,3.1,67,1,0.4907,LOW
EVS02574,"1728 Mexico City Ave, Mexico City",AC Level 2,EVgo,150,0.37,15.83,5,3.8,97,1,0.4907,LOW
EVS03436,"8493 Los Angeles Ave, Los Angeles",AC Level 2,Ionity,150,0.42,10.47,5,4.8,100,1,0.4907,LOW
EVS02119,"2482 Chicago Ave, Chicago",DC Fast Charger,Greenlots,150,0.32,3.2,4,4.7,95,1,0.4907,LOW
EVS01364,"3759 Dubai Ave, Dubai",AC Level 2,ChargePoint,350,0.25,14.8,4,3.3,71,1,0.4907,LOW
EVS01590,"3939 Bangkok Ave, Bangkok",AC Level 2,Ionity,350,0.34,14.53,1,3.7,13,0,0.4907,LOW
EVS00404,"6757 São Paulo Ave, São Paulo",AC Level 2,Tesla,22,0.18,1.13,9,4.1,49,0,0.4907,LOW
EVS02529,"6598 San Francisco Ave, San Francisco",AC Level 1,Tesla,50,0.41,4.71,3,4.9,71,1,0.4906,LOW
EVS04976,"958 San Francisco Ave, San Francisco",AC Level 1,Ionity,50,0.32,7.65,6,4.2,51,0,0.4906,LOW
EVS03540,"8821 Toronto Ave, Toronto",AC Level 1,Ionity,350,0.33,14.51,6,4.2,63,1,0.4906,LOW
EVS04762,"5379 Mumbai Ave, Mumbai",AC Level 1,Ionity,50,0.38,11.03,6,4.3,52,0,0.4906,LOW
EVS02594,"9560 Mexico City Ave, Mexico City",DC Fast Charger,Ionity,350,0.28,18.51,9,3.7,21,0,0.4906,LOW
EVS00660,"1787 Chicago Ave, Chicago",AC Level 2,EVgo,150,0.27,11.93,3,3.2,53,0,0.4906,LOW
EVS03589,"505 Moscow Ave, Moscow",AC Level 1,ChargePoint,50,0.44,16.93,5,4.0,33,0,0.4906,LOW
EVS04630,"5684 Toronto Ave, Toronto",AC Level 2,Ionity,22,0.37,5.87,4,4.5,30,0,0.4906,LOW
EVS00286,"836 Moscow Ave, Moscow",AC Level 1,Ionity,22,0.42,9.14,2,4.3,96,1,0.4906,LOW
